x1,x2,y
0.8585650996348968,1.5262538197630278,15.903444358254053
0.925266078813185,0.7891016762154277,5.366494259395257
1.010553176287344,-0.1397790067974225,-1.2204774016939304
1.496682728628104,-1.1862540994556352,-11.052673387236146
-1.4904543359986429,-0.8579648795259538,-1.1357114525737557
0.12630958709997264,0.042247181637352416,0.07520778665053243
1.2823950307063465,-0.3817253743839304,-5.357105870909188
-0.06262229483396542,-1.9465292669624175,23.026685051573295
-0.3610430542282437,0.5910969318013684,-0.018078170066488097
-1.9379666774936313,-0.876472139255025,-5.054344868574524
-1.1681745628424403,-1.832058284361647,23.303459173811323
-0.08295964034185,-1.273106827087374,3.2426938293101206
0.9723261585255205,1.391711535053394,14.864306195284325
0.18234073067659118,1.9268293700845662,10.541399688493785
-0.19808571411761866,0.05347284089966209,-0.34320814579254
1.9568710158310005,-1.0738062561398047,-31.147034117408733
1.770183758707621,-1.828649779523547,-13.806598062805636
-0.21445243894722088,-1.719985951467737,14.109570048634534
0.9169389716545719,0.43363574352007106,2.4872483801767777
0.8265370538703856,-0.5020784001279321,-1.6063716394157501
-0.5220722638744788,-1.8187228841564216,18.744959193564153
-0.6002202418814409,1.7171536090482378,-2.4452127385088778
-0.48309385127820414,1.32547082488788,-1.3447390356913416
1.3693020189997362,-0.5070353744830647,-7.40671741438676
0.5279547215847562,-1.6185135909077655,9.679223214655318
