x,y
-2.0,98.67344022824072
-1.9183673469387754,98.61529172624572
-1.836734693877551,69.23473579022607
-1.7551020408163265,32.39660314790385
-1.6734693877551021,14.381024806681793
-1.5918367346938775,24.102114031918884
-1.510204081632653,19.26411044287255
-1.4285714285714286,25.287226793862914
-1.3469387755102042,-13.362742526202588
-1.2653061224489797,22.88063412623996
-1.183673469387755,-22.87605941907516
-1.1020408163265307,1.8830299341995436
-1.0204081632653061,15.57531665843002
-0.9387755102040818,8.376089722626547
-0.8571428571428572,10.2060686640853
-0.7755102040816328,-5.121407135553265
-0.6938775510204083,13.696450254433008
-0.6122448979591837,-36.901374135682865
-0.5306122448979593,-8.53049117273687
-0.44897959183673475,-11.66354350651666
-0.3673469387755104,-20.67115937984796
-0.2857142857142858,12.531080834534679
-0.20408163265306145,12.599261214093495
-0.12244897959183687,-16.95508265357468
-0.04081632653061229,2.757126194085217
0.04081632653061229,5.098084249162467
0.12244897959183643,12.889694075790025
0.204081632653061,5.085961517059724
0.2857142857142856,-10.251040327249392
0.36734693877551017,7.5659313044575764
0.4489795918367343,2.9026208206845956
0.5306122448979589,1.3330111377289402
0.6122448979591835,-3.4958863534096674
0.693877551020408,-0.2323547004671327
0.7755102040816326,-4.556640103057479
0.8571428571428568,33.55587877396516
0.9387755102040813,-13.654412811588676
1.020408163265306,-7.651920387458212
1.1020408163265305,-1.5293200213806415
1.1836734693877546,3.8112951810849416
1.2653061224489792,-15.064947864770707
1.3469387755102038,-18.00661329100213
1.4285714285714284,-16.415372830117924
1.510204081632653,-31.37248188182815
1.591836734693877,-6.520394022502787
1.6734693877551017,-29.412056325699353
1.7551020408163263,-30.959328387820715
1.8367346938775508,-39.207073821158616
1.9183673469387754,-69.75121030463521
2.0,-84.1770203687592
