x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,label
0.114295661680947,0.136345576671506,0.236883010759155,0.236883010759155,0.236883010759155,0.123716008087761,0.113393206583337,0.159650876675587,0.068694860322577,0.236883010759155,0.123767400577102,0.131726235758526,0.236883010759155,0.236883010759155,0.149129878977778,0.0921884863943834,0.077478905844994,0.162803645803903,0.169783812237011,0.109677718187819,0.152791933022907,0.149094889212728,0.0772665115945624,0.118631055020162,0.165957893755171,0.114123941845258,0.0716329423465289,0.059702578891329,0.0558082478890287,0.145160378997866,0.236883010759155,0.236883010759155,0.236883010759155,0.236883010759155,0.236883010759155,0.129952407979642,0
0.267172714129395,0.0769234114939284,0.116302819979555,0.130869897335174,0.30559884628689,0.253592152435255,0.0827948562709908,0.0200169813863338,0.186538048998111,0.0818539140803248,0.0840257526633757,0.0480768211335261,0.115667710948272,0.30559884628689,0.115977911128983,0.0398288421178478,0.0395654934854187,0.0534119291698793,0.253300516714745,0.0109961627837774,0.0652889398656382,0.0588518518775156,0.100720832084709,0.279606393776588,0.174544520753039,0.214053868141256,0.30559884628689,0.0819179165043304,0.0430627907950423,0.0793807571850468,0.0762130098410456,0.0631899609374388,0.196984974158003,0.30559884628689,0.201118911112168,0.150602822154375,0
0.188317103508691,0.249055874207324,0.101752329924488,0.211108789010935,0.249055874207324,0.0175108748950613,0.0569386351541593,0.0449047365768277,0.123816415889507,0.188391488189365,0.0837146101801425,0.0749932805508791,0.249055874207324,0.249055874207324,0.249055874207324,0.189974471982005,0.161456375850647,0.0465938194488782,0.0896059865614032,0.175885692361167,0.127181104427443,0.17583139911955,0.174991335010405,0.129467039846702,0.199527866455847,0.0922970974505863,0.0634499347530829,0.0554714117435045,0.0193108097664401,0.0234751887402263,0.04895630189418,0.249055874207324,0.249055874207324,0.249055874207324,0.249055874207324,0.160667473115579,0
0.0962919824270443,0.201671413275817,0.246167697927698,0.200985312635263,0.246167697927698,0.246167697927698,0.0455469084327884,0.0458964978456823,0.034833613348346,0.175597348560425,0.171703549945626,0.0512674277743474,0.0788879983954065,0.185054612774673,0.246167697927698,0.123173933132104,0.12818807294471,0.10793565596842,0.0957821502391856,0.246167697927698,0.246167697927698,0.212269406094404,0.206474607841582,0.123198507238191,0.147639283047345,0.135724496205649,0.0959152844845862,0.0767083171924811,0.15239796417536,0.246167697927698,0.221941396187199,0.115757453912614,0.198559589321162,0.13715430311208,0.141854804518846,0.0426880612480212,0
0.0430940918469421,0.0461453313376972,0.10665471262029,0.0758551203229786,0.199242157333015,0.0475198199649251,0.104798414932867,0.047110663445421,0.0321466989317746,0.074933435985817,0.0306782469346497,0.122955971095906,0.250169258702943,0.1976053336334,0.064007112573479,0.0698375958267228,0.0388783404787488,0.0322577546698129,0.0974781004458157,0.150314454490977,0.142049660775356,0.10714919226534,0.2559189128349,0.204668071168111,0.188267865077836,0.159662381789649,0.135106788341518,0.2559189128349,0.2559189128349,0.2559189128349,0.2559189128349,0.232699813348222,0.2559189128349,0.212698242440247,0.212540920445454,0.2559189128349,0
0.0566745663391088,0.0912177496640059,0.0942793849814556,0.283595257748941,0.283595257748941,0.283595257748941,0.167456240014779,0.126468072415877,0.0143262306684933,0.0445498360996366,0.01168540247038,0.0246056210649875,0.0445824160175271,0.283595257748941,0.1749324994466,0.283595257748941,0.26038371500454,0.0737953793108461,0.0527930355682408,0.0534893834629167,0.0777426998005475,0.0799523713091677,0.0998248684162539,0.12345700870351,0.168040507006282,0.105650263527574,0.115107633920354,0.0547599654604745,0.0439665887530743,0.0302219350230482,0.136330843893332,0.1882404597803,0.283595257748941,0.283595257748941,0.283595257748941,0.166012923900108,0
0.0976437855827649,0.155965644344394,0.138938854782998,0.268719955102796,0.268719955102796,0.179181894772458,0.110931766818487,0.0805456223957581,0.217381607146809,0.206471277376675,0.135334287648999,0.166229899961827,0.226121691634245,0.268719955102796,0.162054027699596,0.0528780509003218,0.0744016423113541,0.112806706066873,0.0256625972520625,0.060325325564993,0.14051805479101,0.268719955102796,0.268719955102796,0.193031960872278,0.0467235919125513,0.00601204725171487,0.0332722978459825,0.0605163460213332,0.0645043063734189,0.166809002799158,0.268719955102796,0.268719955102796,0.215383731043286,0.0861381779976457,0.0327787941846438,0.0319076899727494,0
0.141151402424405,0.0441380880745538,0.0777125204875365,0.131728052204495,0.159172494692723,0.189632198821303,0.224799876304599,0.186518219129334,0.0957955673644285,0.219368996165878,0.0866992490202615,0.0552644483056416,0.254257195594917,0.240522611241469,0.174898567390348,0.081509765903686,0.0455187706670178,0.0887824375359875,0.129793057519144,0.11111678891242,0.161516152168075,0.177003101092134,0.254257195594917,0.254257195594917,0.177515110844758,0.0617191041419832,0.136599507157979,0.0552080257264662,0.109979436633567,0.254257195594917,0.254257195594917,0.254257195594917,0.185550694315376,0.153548134315364,0.104938044330059,0.15024726749242,0
0.0385673994399463,0.0573727579850476,0.088331956016671,0.0328150722787054,0.0233052721530943,0.00634250695015181,0.0219993395680235,0.0114420210410578,0.0236482106222929,0.0141955883263719,0.163911920260834,0.307910968147778,0.307910968147778,0.157018473233042,0.0438014228522439,0.00921012036128809,0.0197315682118984,0.0112598398447187,0.118697887573442,0.307910968147778,0.307910968147778,0.307910968147778,0.264930753557472,0.037311249242068,0.0410544330005831,0.00599810545607141,0.0195059954769213,0.0535826882331938,0.254390114008423,0.307910968147778,0.307910968147778,0.0675547883879124,0.0385809719613155,0.058318524488672,0.220875772676736,0.230392472744019,0
0.136513014377762,0.124695263465235,0.161443207121555,0.229687582269914,0.150308230344986,0.0711972339332423,0.100364997659614,0.0273797225468109,0.0896335104935515,0.196465755525451,0.16770079396487,0.229687582269914,0.218144830126021,0.229687582269914,0.170970048517224,0.0117318468603852,0.0942829922844105,0.0850048036863964,0.229687582269914,0.206236083773923,0.193799218128057,0.147200252344957,0.229687582269914,0.229687582269914,0.186053859386071,0.0819529686897735,0.2165177495775,0.09651972509194,0.16731648204005,0.0471179966533392,0.091871992241315,0.15546163944129,0.224601209806101,0.194645907390913,0.229687582269914,0.117051232052526,0
