x1,x2,label
0.8557648796965985,0.7832384844772322,0
-1.0652420125716262,-0.002100171316125915,0
1.6607926428472168,0.07205150916128647,1
0.2932422993823225,0.1229290639906342,1
2.238429531240544,0.7314237473594556,1
1.2000721156295964,-1.0062405938118868,1
1.5619387050355853,0.1755307739093338,1
0.6655126082934206,0.11877035495012761,1
0.8756967104129594,1.0121935760217606,0
1.518813433252289,-0.42567983409112997,1
0.9449608178100616,0.7339092724128254,0
-0.5746491277857273,1.0517575055227664,0
0.9516910610278493,-0.6281945545023929,1
1.0608810519006504,-0.03745230827883422,0
1.765291417576773,-0.28400124900133794,1
0.8051881591958348,0.2365822718524611,0
0.09800068065854815,0.8222403497738741,0
1.6545436497377637,-0.12033461920706454,1
1.435922621234032,-0.42474972285727447,1
-0.11209900313774845,0.06379099168749033,1
0.9951088021066481,0.44727173566812517,0
0.7973523555256933,0.797713134764692,0
0.8941622601816711,-0.2494263170727793,1
0.9282694192847932,0.07061568287744935,0
0.26441017192198246,0.5931099117231815,0
-1.0875717881241742,0.39924299651640494,0
-0.40647006088341614,1.107589993811339,0
-0.3966727837842041,1.0022427659878252,0
0.45344388817615505,-0.9637635054083834,1
0.7434024315677863,-0.5533059447602642,1
0.3811760280348072,0.48063962268588434,1
-0.33457898741667785,1.1259312811995443,0
-0.4977043607202403,0.6640650211655124,0
-0.8525130359102746,0.2776829669229088,0
1.2331024933192187,-0.5000030261928504,1
1.2209182727568235,-0.4659633850586406,1
-0.8592421802542909,0.3766379202850937,0
1.9120123193600245,-0.30319833972048604,1
-1.1943329064315567,0.5215638051852203,0
-0.22835026467414826,0.6756879721389236,0
0.7757808697585705,-0.3657139319853774,1
0.9793567112584916,0.3971724687991525,0
-0.7592536413189522,0.682751909358382,0
1.6956221173882908,-0.025190691284892763,1
0.5826884222695423,-0.5406130000002022,1
1.4585630857127712,-0.7025017721725124,1
1.9061357379330206,0.6311414596178723,1
1.2570563313758178,-0.5354264828126857,1
1.0554612286465233,0.5026456592265969,0
-0.4355834020683115,1.4639567570459961,0
-0.34722503359414664,0.33341131943247315,1
