x1,x2,x3,y1,y2,y3
0.9002676621652262,0.9147304863399236,0.9152962850132397,-1.0817638331097723,-3.861518440384168,-0.8171221343594558
0.46725640829095166,0.31010788993680205,0.6954538654981257,0.7225371803333758,-2.2724638556474432,-1.7162798734667664
0.9210589376876401,0.8887552790454916,0.19575479199515183,-1.0842521265306433,-2.269023940782468,-1.7353965072660231
0.2419692815845401,0.081473761301058,0.20681973410687654,0.2059756107586148,-1.0090513749273613,-1.5401232387278623
0.7551408705532092,0.10634758129624533,0.4197023040539796,0.23991094643077313,-1.0965109709990029,-2.413244794760863
0.2532942070467536,0.09790484409482211,0.535809327651829,1.602093417975238,-1.7827878201553833,-1.7885294043360367
0.5691930020112139,0.3492708171251109,0.5332498131011598,1.1120928368160365,-1.7630497810932295,-1.4261347135679767
0.41272052748711113,0.5240747773452727,0.30755744806587826,1.2916286133700923,-1.493188578529669,-2.0204221714228074
0.33613763235849786,0.9126871169760458,0.687832362761197,0.42309553578101294,-2.3333691280883633,-0.5822628465254951
0.545651040659399,0.7581120786272582,0.554647639672527,1.031460786490618,-2.9043121135502896,-0.8430197849247921
0.7901702477540037,0.3172759959168376,0.45593607950611353,-0.6612884210848011,-2.2212523924789607,-2.301518753299427
0.5824148436160188,0.8590783601586791,0.09839472861762852,0.6141976776781396,-3.1157060712033013,-1.6010190740759511
0.24887540924722595,0.4508241710598285,0.45467975309903247,1.1401800168805916,-1.7763669256246344,-1.4574643712956
0.44175649686271057,0.3471459517018111,0.7974349359345064,1.5087703534492534,-1.9196261230320546,-0.9515358990945951
0.3046661912717044,0.4324211311987785,0.6353335618771799,1.0141830133216978,-1.6644846125376036,-1.0045873420358435
0.8707799820237356,0.6937901218645014,0.5258924638552641,-0.7091550239620105,-2.132233535430421,-1.4956566818982135
0.3185112899665704,0.44534769056824064,0.32136352938522295,1.145646956831502,-1.9196022299073627,-1.5567303263563494
0.1409685221610014,0.5818551757832008,0.8611734529818178,1.0395132957910223,-2.007593182268271,-0.1143540948439642
0.6967740750644306,0.8079085403209226,0.44507420635159445,0.24168534601706101,-2.306761636860537,-0.905098641801698
0.6586788907890475,0.22566540390060302,0.7873009683938057,0.8309737647635568,-1.7405152132851216,-1.2678464439637214
0.8785561488586987,0.5414237716784922,0.5593633547620696,-0.14186565956154934,-2.984106293230655,-1.398039511603318
0.4707230752193181,0.8894400315640536,0.3439038592223526,0.4780527294930482,-2.2162846081875025,-1.4700749640594664
0.08054899606674272,0.9096438264734837,0.08589156919528713,0.9144387382563994,-1.431118052810628,-1.2545133078640376
0.3252241784188977,0.6853442774782763,0.6896398452619261,0.5699747086582736,-3.171453056560526,-1.3805027152772196
0.9198411487685885,0.4744050591731324,0.43079238933764813,0.10948753385851423,-2.091507582814037,-1.7243366217958767
0.23456530285028168,0.637054960531327,0.7483687541843741,1.2366451574276554,-2.5938401808975264,-0.4279854325903908
0.2075133847508982,0.9041467570520885,0.7710155099133079,1.4398797783961168,-1.6408696290220168,0.27261930158449477
0.1085193806483272,0.783600391020906,0.7665012559638331,0.79116371367464,-2.9793092035338526,-0.5792910866759295
0.43566490677639064,0.4117906657323787,0.6675124670248,0.7632139231393129,-0.7402615933612902,-1.4935636849913352
0.09755155848530903,0.4355884797693228,0.11734232424453,1.3033647918114115,-1.420959228785833,-1.1544495652846998
0.9011381059311643,0.6442619374899294,0.6628995816651463,-0.2624162688263113,-2.948721274626327,-1.2674634084247376
0.5685743552061776,0.342675656835947,0.12277171624957367,0.950048984566039,-2.039840155580544,-2.4251406767258117
0.10708646170809225,0.13882928729165903,0.12023395765984138,0.027854496682513163,-0.6123322484124996,-0.6268160757101224
0.4547151603625225,0.7496189015809686,0.6414407087504596,0.3143272483618572,-2.498696180443416,-1.2509122951267393
0.8101740359860027,0.412546417284502,0.6680804117631227,0.927557485840627,-2.3294575904504438,-1.483024289019176
0.8583787933591012,0.670588365736298,0.3272560161404396,-0.6890812005105342,-1.4897892845430891,-1.3055988810587726
0.24218893265184877,0.8823970305028327,0.340800978109585,0.2727124764584895,-2.3298183973319477,-0.9411278644739474
0.3088070065902959,0.43142858676108775,0.762136403242167,0.5419532836707626,-2.6631343993740217,-0.8888333909829448
0.20344497592734667,0.5695977482728225,0.9093831509777575,0.5561267361786051,-2.830799050187038,0.16247784427551398
0.7754822329440587,0.5228657338471677,0.12511326229080483,0.5809569737018015,-1.9445768118522568,-1.4866286996582165
0.9019253799140897,0.5289936729393907,0.8004547339921557,-1.0932076777661395,-2.689051300693912,-1.8528166540934514
0.2085769805678137,0.6768325088029943,0.866969110503593,1.2269219923641985,-3.090118677317479,-0.5468925939635526
0.6845373435208459,0.8911859523337824,0.7645627688072482,-0.24836005182243437,-2.2679776465300883,-0.5422266008617718
0.10681842403894073,0.653026035861325,0.5361315963351841,1.1549080333157555,-2.749730188758688,-1.0610198301786735
0.07795365284699184,0.10362378260896526,0.7853984620100538,1.664594261361262,-1.9569833366199505,-1.0905301594373231
0.8974986121139941,0.1288760408797928,0.5275086910698075,0.01880639117852763,-1.9334300113374918,-1.6483544067025027
0.863753598315936,0.7701835081367894,0.22250741218689776,-0.6676660631801796,-2.254742120922948,-1.6538599087615202
0.4771365739747174,0.6576472835510296,0.13786027012649035,0.5957155106349682,-0.9352573489463556,-1.004907057233404
